transaction_id,customer_id,product_id,store_id,timestamp,ts_str,ts_tz,quantity,amount,amount_str,discount_pct,discount_str,payment_method,status,device,channel,hi_value_flag
736,112,37,6,2025-06-17 11:16:19,17-Jun-2025 11:16:19,2025-06-17T11:16:19-05:00,2,297.45,$297.45,10,10%,card,completed,web,desktop,0
737,22,66,8,2024-02-22 03:27:20,2024-02-22 03:27:20,2024-02-22T03:27:20-05:00,3,128.32,$128.32,5,5%,transfer,completed,android,mobile,0
738,137,2,16,2024-03-07 07:18:25,2024-03-07 07:18:25,2024-03-07T07:18:25-05:00,5,15.86,$15.86,0,0%,cash,completed,ios,mobile,0
739,56,51,18,2024-12-01 10:45:42,2024-12-01 10:45:42,2024-12-01T10:45:42-05:00,1,26.04,$26.04,0,0%,card,pending,web,desktop,0
740,76,9,4,2025-08-01 08:08:39,2025/08/01 08:08,2025-08-01T08:08:39-05:00,1,41.16,$41.16,5,5%,cash,completed,android,mobile,0
741,18,70,18,2024-04-11 01:31:40,2024-04-11T01:31:40,2024-04-11T01:31:40-05:00,4,258.85,$258.85,0,0%,cash,pending,android,mobile,0
742,199,17,18,2024-02-16 14:07:35,2024-02-16T14:07:35,2024-02-16T14:07:35-05:00,3,376.07,$376.07,10,10%,card,completed,web,desktop,0
743,48,5,3,2025-03-12 04:43:46,2025-03-12T04:43:46,2025-03-12T04:43:46-05:00,2,362.96,$362.96,15,15%,transfer,completed,web,desktop,0
744,228,25,12,2024-09-13 01:02:47,2024-09-13 01:02:47,2024-09-13T01:02:47-05:00,4,528.27,$528.27,0,0%,card,pending,ios,mobile,0
745,21,1,19,2024-11-15 02:01:40,2024/11/15 02:01,2024-11-15T02:01:40-05:00,5,3560.07,"$3,560.07",5,5%,cash,completed,web,desktop,1
746,70,70,12,2025-05-31 18:50:46,31-May-2025 18:50:46,2025-05-31T18:50:46-05:00,1,65.05,$65.05,0,0%,wallet,completed,web,desktop,0
747,159,30,18,2025-07-14 01:32:43,2025-07-14 01:32:43,2025-07-14T01:32:43-05:00,4,936.38,$936.38,0,0%,card,completed,web,desktop,1
748,217,56,5,2024-08-11 09:48:02,2024-08-11T09:48:02,2024-08-11T09:48:02-05:00,3,509.84,$509.84,20,20%,wallet,completed,web,desktop,0
749,226,39,7,2024-08-30 16:28:10,2024/08/30 16:28,2024-08-30T16:28:10-05:00,2,301.56,$301.56,20,20%,wallet,completed,web,desktop,0
750,25,48,20,2024-03-21 11:15:16,2024-03-21T11:15:16,2024-03-21T11:15:16-05:00,2,64.29,$64.29,0,0%,card,completed,web,desktop,0
751,86,62,17,2025-01-29 02:51:19,29/01/2025 02:51,2025-01-29T02:51:19-05:00,1,249.56,$249.56,5,5%,card,completed,android,mobile,0
752,256,51,16,2024-04-30 04:22:46,30-Apr-2024 04:22:46,2024-04-30T04:22:46-05:00,2,48.64,$48.64,0,0%,card,completed,android,mobile,0
753,296,37,2,2024-06-23 04:13:38,2024-06-23 04:13:38,2024-06-23T04:13:38-05:00,2,314.65,$314.65,0,0%,card,completed,web,desktop,0
754,80,56,12,2024-09-28 22:35:52,2024-09-28T22:35:52,2024-09-28T22:35:52-05:00,1,172.2,$172.20,25,25%,card,completed,web,desktop,0
755,135,8,11,2024-10-12 11:50:04,2024-10-12 11:50:04,2024-10-12T11:50:04-05:00,1,2.94,$2.94,10,10%,transfer,completed,web,desktop,0
756,4,6,6,2024-08-04 08:53:16,2024-08-04T08:53:16,2024-08-04T08:53:16-05:00,2,215.18,$215.18,5,5%,transfer,completed,android,mobile,0
757,207,18,15,2024-06-24 15:54:39,24-Jun-2024 15:54:39,2024-06-24T15:54:39-05:00,5,2116.72,"$2,116.72",0,0%,card,pending,web,desktop,1
758,35,28,7,2025-03-11 17:09:30,2025-03-11T17:09:30,2025-03-11T17:09:30-05:00,5,755.46,$755.46,0,0%,card,completed,web,desktop,1
759,55,44,1,2025-04-21 13:50:05,2025-04-21T13:50:05,2025-04-21T13:50:05-05:00,3,678.98,$678.98,0,0%,transfer,completed,android,mobile,1
760,184,38,11,2024-01-21 09:24:24,2024-01-21T09:24:24,2024-01-21T09:24:24-05:00,3,2088.13,"$2,088.13",10,10%,cash,completed,web,desktop,1
761,235,71,12,2025-05-25 22:51:46,2025/05/25 22:51,2025-05-25T22:51:46-05:00,4,306.8,$306.80,0,0%,cash,completed,ios,mobile,0
762,168,14,4,2024-01-23 11:43:35,23/01/2024 11:43,2024-01-23T11:43:35-05:00,5,796.9,$796.90,25,25%,card,completed,web,desktop,1
763,205,29,6,2024-07-31 06:07:45,2024/07/31 06:07,2024-07-31T06:07:45-05:00,2,46.82,$46.82,0,0%,card,pending,android,mobile,0
764,172,74,19,2024-09-20 22:47:26,2024/09/20 22:47,2024-09-20T22:47:26-05:00,5,515.15,$515.15,0,0%,card,completed,android,mobile,0
765,255,66,7,2024-01-05 17:49:12,05/01/2024 17:49,2024-01-05T17:49:12-05:00,3,111.84,$111.84,20,20%,card,completed,web,desktop,0
766,93,44,5,2024-04-21 06:24:04,2024-04-21T06:24:04,2024-04-21T06:24:04-05:00,5,1220.76,"$1,220.76",10,10%,wallet,completed,web,desktop,1
767,158,3,11,2025-05-25 13:47:31,25-May-2025 13:47:31,2025-05-25T13:47:31-05:00,5,212.03,$212.03,5,5%,card,completed,android,mobile,0
768,197,27,8,2024-02-24 01:09:58,24/02/2024 01:09,2024-02-24T01:09:58-05:00,4,147.77,$147.77,0,0%,transfer,completed,ios,mobile,0
769,95,41,12,2025-07-29 12:39:51,2025-07-29 12:39:51,2025-07-29T12:39:51-05:00,3,675.34,$675.34,0,0%,card,completed,web,desktop,1
770,249,25,18,2024-03-12 06:29:13,2024-03-12T06:29:13,2024-03-12T06:29:13-05:00,2,267.37,$267.37,25,25%,card,completed,web,desktop,0
771,276,2,2,2024-06-16 02:22:03,16-Jun-2024 02:22:03,2024-06-16T02:22:03-05:00,1,3.03,$3.03,15,15%,card,completed,web,desktop,0
772,200,66,6,2024-11-22 02:14:41,22-Nov-2024 02:14:41,2024-11-22T02:14:41-05:00,2,85.8,$85.80,0,0%,card,completed,ios,mobile,0
773,162,61,8,2024-09-21 18:45:42,21/09/2024 18:45,2024-09-21T18:45:42-05:00,3,98.17,$98.17,10,10%,card,completed,android,mobile,0
774,82,10,12,2024-10-14 10:17:22,2024/10/14 10:17,2024-10-14T10:17:22-05:00,1,195.76,$195.76,20,20%,transfer,completed,ios,mobile,0
775,229,47,3,2025-07-14 11:31:25,2025/07/14 11:31,2025-07-14T11:31:25-05:00,1,35.35,$35.35,0,0%,card,completed,android,mobile,0
776,12,63,13,2025-03-16 20:42:38,2025-03-16T20:42:38,2025-03-16T20:42:38-05:00,4,914.64,$914.64,0,0%,card,completed,ios,mobile,1
777,279,68,20,2024-03-06 23:42:50,2024-03-06 23:42:50,2024-03-06T23:42:50-05:00,4,494.52,$494.52,0,0%,wallet,completed,web,desktop,0
778,49,16,17,2024-04-30 20:13:10,30/04/2024 20:13,2024-04-30T20:13:10-05:00,4,391.05,$391.05,5,5%,card,completed,ios,mobile,0
779,87,41,2,2025-04-24 21:20:18,2025-04-24 21:20:18,2025-04-24T21:20:18-05:00,4,951.01,$951.01,0,0%,card,completed,web,desktop,1
780,265,36,9,2025-06-07 11:41:14,2025-06-07 11:41:14,2025-06-07T11:41:14-05:00,4,544.31,$544.31,25,25%,cash,completed,android,mobile,0
781,77,6,11,2024-07-30 08:21:52,30-Jul-2024 08:21:52,2024-07-30T08:21:52-05:00,5,587.47,$587.47,5,5%,cash,completed,web,desktop,0
782,250,14,8,2025-05-29 03:25:53,29-May-2025 03:25:53,2025-05-29T03:25:53-05:00,3,525.42,$525.42,10,10%,card,completed,ios,mobile,0
783,245,50,14,2025-01-12 05:23:25,2025-01-12T05:23:25,2025-01-12T05:23:25-05:00,2,384.21,$384.21,25,25%,cash,completed,web,desktop,0
784,167,73,19,2024-12-09 08:18:03,09-Dec-2024 08:18:03,2024-12-09T08:18:03-05:00,1,188.92,$188.92,25,25%,cash,refunded,web,desktop,0
785,123,61,4,2024-07-31 04:11:56,31/07/2024 04:11,2024-07-31T04:11:56-05:00,3,101.54,$101.54,5,5%,cash,completed,android,mobile,0
786,133,59,4,2025-02-01 22:49:38,2025-02-01 22:49:38,2025-02-01T22:49:38-05:00,5,474.2,$474.20,5,5%,card,completed,ios,mobile,0
787,266,6,17,2024-09-25 02:29:18,25-Sep-2024 02:29:18,2024-09-25T02:29:18-05:00,5,490.75,$490.75,0,0%,wallet,completed,web,desktop,0
788,132,48,19,2024-03-27 03:08:06,2024/03/27 03:08,2024-03-27T03:08:06-05:00,4,120.99,$120.99,20,20%,card,completed,ios,mobile,0
789,19,41,17,2025-06-10 18:53:52,2025-06-10T18:53:52,2025-06-10T18:53:52-05:00,3,646.35,$646.35,25,25%,cash,completed,web,desktop,0
790,119,57,6,2025-01-12 23:29:31,2025-01-12T23:29:31,2025-01-12T23:29:31-05:00,1,142.37,$142.37,10,10%,card,completed,web,desktop,0
791,249,10,12,2025-06-02 04:15:08,2025/06/02 04:15,2025-06-02T04:15:08-05:00,1,198.39,$198.39,0,0%,card,completed,web,desktop,0
792,273,50,5,2024-02-05 06:38:27,05/02/2024 06:38,2024-02-05T06:38:27-05:00,2,376.38,$376.38,0,0%,card,completed,web,desktop,0
793,216,11,6,2024-11-03 00:14:37,2024-11-03T00:14:37,2024-11-03T00:14:37-05:00,3,569.37,$569.37,20,20%,card,completed,web,desktop,0
794,1,63,2,2024-02-12 13:12:35,2024-02-12 13:12:35,2024-02-12T13:12:35-05:00,2,495.9,$495.90,25,25%,wallet,pending,ios,mobile,0
795,212,26,16,2024-06-07 18:43:23,2024/06/07 18:43,2024-06-07T18:43:23-05:00,3,842.09,$842.09,0,0%,cash,pending,web,desktop,1
796,263,35,15,2024-06-13 01:41:12,13/06/2024 01:41,2024-06-13T01:41:12-05:00,1,197.29,$197.29,5,5%,wallet,completed,web,desktop,0
797,180,21,7,2024-07-17 11:13:43,2024/07/17 11:13,2024-07-17T11:13:43-05:00,1,15.14,$15.14,0,0%,card,completed,android,mobile,0
798,86,18,3,2024-09-11 20:38:38,2024-09-11 20:38:38,2024-09-11T20:38:38-05:00,1,417.12,$417.12,10,10%,cash,completed,ios,mobile,0
799,293,37,5,2024-01-07 00:05:45,07-Jan-2024 00:05:45,2024-01-07T00:05:45-05:00,3,520.28,$520.28,15,15%,wallet,refunded,web,desktop,0
800,244,36,1,2024-11-30 11:59:28,30/11/2024 11:59,2024-11-30T11:59:28-05:00,2,242.76,$242.76,0,0%,card,completed,web,desktop,0
801,126,31,12,2024-04-10 08:11:45,10-Apr-2024 08:11:45,2024-04-10T08:11:45-05:00,4,800.29,$800.29,5,5%,cash,completed,android,mobile,1
802,182,75,7,2025-02-17 16:03:16,17/02/2025 16:03,2025-02-17T16:03:16-05:00,5,2051.15,"$2,051.15",5,5%,cash,completed,web,desktop,1
803,137,34,13,2025-01-23 13:33:57,2025-01-23T13:33:57,2025-01-23T13:33:57-05:00,1,171.48,$171.48,10,10%,transfer,completed,web,desktop,0
804,61,42,13,2025-06-02 21:19:13,2025/06/02 21:19,2025-06-02T21:19:13-05:00,4,854.05,$854.05,25,25%,cash,completed,web,desktop,1
805,253,12,3,2024-02-25 23:35:04,25-Feb-2024 23:35:04,2024-02-25T23:35:04-05:00,5,83.13,$83.13,0,0%,transfer,completed,web,desktop,0
806,128,47,5,2025-07-30 08:39:10,2025-07-30 08:39:10,2025-07-30T08:39:10-05:00,4,133.91,$133.91,15,15%,wallet,completed,android,mobile,0
807,170,26,13,2024-12-04 19:43:21,2024-12-04 19:43:21,2024-12-04T19:43:21-05:00,2,595.42,$595.42,0,0%,card,pending,ios,mobile,0
808,63,52,7,2024-12-23 02:26:25,2024-12-23 02:26:25,2024-12-23T02:26:25-05:00,1,254.24,$254.24,0,0%,card,completed,android,mobile,0
809,152,21,4,2024-08-31 03:52:23,2024-08-31T03:52:23,2024-08-31T03:52:23-05:00,5,83.21,$83.21,5,5%,transfer,completed,android,mobile,0
810,17,57,11,2024-11-29 10:26:20,2024-11-29T10:26:20,2024-11-29T10:26:20-05:00,4,556.14,$556.14,0,0%,card,pending,web,desktop,0
811,134,72,7,2024-11-10 02:59:20,10-Nov-2024 02:59:20,2024-11-10T02:59:20-05:00,2,269.54,$269.54,15,15%,card,pending,ios,mobile,0
812,268,70,19,2024-08-12 20:57:16,2024-08-12 20:57:16,2024-08-12T20:57:16-05:00,3,231.87,$231.87,5,5%,card,refunded,android,mobile,0
813,80,6,5,2024-11-10 14:20:58,2024-11-10 14:20:58,2024-11-10T14:20:58-05:00,5,564.73,$564.73,10,10%,wallet,pending,web,desktop,0
814,65,52,15,2024-09-09 06:07:03,09/09/2024 06:07,2024-09-09T06:07:03-05:00,2,497.18,$497.18,0,0%,card,completed,ios,mobile,0
815,72,18,13,2025-04-25 02:41:24,25-Apr-2025 02:41:24,2025-04-25T02:41:24-05:00,5,2197.49,"$2,197.49",0,0%,transfer,completed,ios,mobile,1
816,92,64,13,2025-06-19 15:15:46,2025/06/19 15:15,2025-06-19T15:15:46-05:00,1,241.95,$241.95,25,25%,transfer,refunded,ios,mobile,0
817,265,36,6,2024-03-09 10:51:36,09-Mar-2024 10:51:36,2024-03-09T10:51:36-05:00,3,377.76,$377.76,15,15%,card,completed,android,mobile,0
818,14,29,20,2024-03-23 05:25:54,23/03/2024 05:25,2024-03-23T05:25:54-05:00,5,107.82,$107.82,5,5%,card,completed,android,mobile,0
819,35,60,20,2024-12-04 09:35:56,2024-12-04T09:35:56,2024-12-04T09:35:56-05:00,4,278.07,$278.07,0,0%,cash,completed,web,desktop,0
820,252,26,15,2024-11-07 00:55:32,2024-11-07T00:55:32,2024-11-07T00:55:32-05:00,3,924.31,$924.31,0,0%,cash,completed,android,mobile,1
821,205,54,11,2024-03-02 02:05:16,02-Mar-2024 02:05:16,2024-03-02T02:05:16-05:00,5,1002.4,"$1,002.40",20,20%,wallet,completed,web,desktop,1
822,128,62,13,2024-08-28 23:56:13,2024/08/28 23:56,2024-08-28T23:56:13-05:00,1,248.31,$248.31,0,0%,cash,completed,android,mobile,0
823,176,14,1,2024-06-21 02:24:09,2024/06/21 02:24,2024-06-21T02:24:09-05:00,2,341.85,$341.85,0,0%,cash,completed,android,mobile,0
824,56,15,3,2024-05-10 14:13:15,2024-05-10 14:13:15,2024-05-10T14:13:15-05:00,1,205.99,$205.99,10,10%,cash,completed,ios,mobile,0
825,270,59,7,2025-01-31 12:05:53,2025-01-31 12:05:53,2025-01-31T12:05:53-05:00,3,266.17,$266.17,25,25%,card,completed,web,desktop,0
826,192,59,1,2025-02-16 03:11:26,2025-02-16T03:11:26,2025-02-16T03:11:26-05:00,2,178.91,$178.91,25,25%,card,completed,android,mobile,0
827,15,36,13,2024-05-30 14:37:37,2024/05/30 14:37,2024-05-30T14:37:37-05:00,3,416.54,$416.54,0,0%,card,completed,web,desktop,0
828,61,40,1,2024-09-29 16:58:24,29/09/2024 16:58,2024-09-29T16:58:24-05:00,4,110.23,$110.23,5,5%,card,completed,android,mobile,0
829,95,54,16,2024-07-02 12:22:14,2024-07-02 12:22:14,2024-07-02T12:22:14-05:00,2,453.77,$453.77,10,10%,transfer,completed,web,desktop,0
830,125,51,18,2024-04-23 17:55:05,2024/04/23 17:55,2024-04-23T17:55:05-05:00,3,82.35,$82.35,10,10%,card,completed,android,mobile,0
831,99,20,15,2024-06-02 05:24:46,02/06/2024 05:24,2024-06-02T05:24:46-05:00,5,222.97,$222.97,5,5%,transfer,completed,web,desktop,0
832,8,73,4,2025-04-12 21:31:51,12/04/2025 21:31,2025-04-12T21:31:51-05:00,5,924.28,$924.28,10,10%,wallet,completed,ios,mobile,1
833,293,57,10,2025-05-24 03:34:25,2025-05-24 03:34:25,2025-05-24T03:34:25-05:00,4,557.5,$557.50,20,20%,card,pending,ios,mobile,0
834,197,30,11,2024-05-17 14:14:35,17-May-2024 14:14:35,2024-05-17T14:14:35-05:00,4,878.43,$878.43,15,15%,card,completed,web,desktop,1
835,143,49,15,2024-12-26 08:42:43,2024-12-26T08:42:43,2024-12-26T08:42:43-05:00,2,279.68,$279.68,0,0%,cash,completed,android,mobile,0
836,52,63,9,2025-03-26 02:04:05,26-Mar-2025 02:04:05,2025-03-26T02:04:05-05:00,5,1210.12,"$1,210.12",15,15%,card,completed,web,desktop,1
837,133,75,9,2025-06-13 01:14:53,2025-06-13T01:14:53,2025-06-13T01:14:53-05:00,4,1577.79,"$1,577.79",0,0%,card,completed,android,mobile,1
838,149,70,11,2025-05-14 10:14:11,2025-05-14T10:14:11,2025-05-14T10:14:11-05:00,5,334.9,$334.90,0,0%,card,completed,android,mobile,0
839,100,49,17,2024-09-08 01:02:17,2024/09/08 01:02,2024-09-08T01:02:17-05:00,2,284.17,$284.17,5,5%,cash,pending,web,desktop,0
840,260,31,13,2024-04-27 06:02:59,27-Apr-2024 06:02:59,2024-04-27T06:02:59-05:00,3,561.46,$561.46,20,20%,card,completed,web,desktop,0
841,282,53,10,2024-02-23 00:56:53,23-Feb-2024 00:56:53,2024-02-23T00:56:53-05:00,4,441.39,$441.39,10,10%,card,completed,web,desktop,0
842,105,47,1,2024-12-09 11:21:20,2024/12/09 11:21,2024-12-09T11:21:20-05:00,2,60.63,$60.63,0,0%,wallet,refunded,web,desktop,0
843,271,46,1,2024-08-01 08:17:17,2024-08-01T08:17:17,2024-08-01T08:17:17-05:00,4,402.7,$402.70,5,5%,transfer,completed,ios,mobile,0
844,89,60,7,2024-02-13 15:07:27,2024/02/13 15:07,2024-02-13T15:07:27-05:00,3,215.0,$215.00,0,0%,transfer,completed,android,mobile,0
845,291,67,19,2025-01-29 01:26:42,2025-01-29 01:26:42,2025-01-29T01:26:42-05:00,2,107.42,$107.42,20,20%,card,completed,web,desktop,0
846,132,13,9,2024-08-29 02:25:18,29-Aug-2024 02:25:18,2024-08-29T02:25:18-05:00,1,190.7,$190.70,0,0%,wallet,completed,web,desktop,0
847,149,11,12,2024-12-17 00:17:06,2024-12-17 00:17:06,2024-12-17T00:17:06-05:00,3,633.56,$633.56,5,5%,card,completed,web,desktop,0
848,144,10,13,2024-02-14 04:30:26,2024/02/14 04:30,2024-02-14T04:30:26-05:00,2,389.69,$389.69,5,5%,card,completed,ios,mobile,0
849,10,67,6,2024-08-10 23:30:13,2024-08-10 23:30:13,2024-08-10T23:30:13-05:00,5,250.99,$250.99,0,0%,transfer,pending,web,desktop,0
850,4,55,2,2025-05-15 17:27:14,2025-05-15 17:27:14,2025-05-15T17:27:14-05:00,3,1760.15,"$1,760.15",0,0%,card,completed,ios,mobile,1
851,87,20,13,2025-04-22 16:35:14,2025-04-22T16:35:14,2025-04-22T16:35:14-05:00,5,262.4,$262.40,20,20%,card,completed,web,desktop,0
852,22,39,2,2025-01-28 20:25:45,28-Jan-2025 20:25:45,2025-01-28T20:25:45-05:00,1,146.94,$146.94,10,10%,card,completed,ios,mobile,0
853,90,67,7,2024-12-25 09:34:13,2024-12-25T09:34:13,2024-12-25T09:34:13-05:00,4,232.39,$232.39,5,5%,card,completed,ios,mobile,0
854,102,57,1,2025-03-06 13:12:21,2025-03-06 13:12:21,2025-03-06T13:12:21-05:00,4,601.77,$601.77,10,10%,card,completed,ios,mobile,0
855,226,60,2,2024-12-15 07:38:37,2024-12-15T07:38:37,2024-12-15T07:38:37-05:00,2,153.89,$153.89,10,10%,transfer,completed,web,desktop,0
856,165,36,17,2025-05-21 07:07:51,21/05/2025 07:07,2025-05-21T07:07:51-05:00,5,685.67,$685.67,10,10%,wallet,pending,ios,mobile,1
857,244,24,11,2024-09-06 17:41:35,2024-09-06T17:41:35,2024-09-06T17:41:35-05:00,5,290.53,$290.53,15,15%,card,refunded,web,desktop,0
858,78,28,2,2025-01-04 10:22:03,2025-01-04T10:22:03,2025-01-04T10:22:03-05:00,1,127.34,$127.34,5,5%,card,completed,web,desktop,0
859,15,2,19,2024-04-27 04:15:15,2024-04-27 04:15:15,2024-04-27T04:15:15-05:00,4,11.73,$11.73,0,0%,card,completed,web,desktop,0
860,2,44,5,2024-12-15 22:21:34,2024-12-15 22:21:34,2024-12-15T22:21:34-05:00,1,219.93,$219.93,25,25%,transfer,completed,web,desktop,0
861,47,21,20,2024-09-23 18:08:38,2024-09-23 18:08:38,2024-09-23T18:08:38-05:00,2,31.95,$31.95,0,0%,card,completed,ios,mobile,0
862,47,59,12,2025-01-26 21:28:30,26/01/2025 21:28,2025-01-26T21:28:30-05:00,5,419.99,$419.99,0,0%,card,completed,web,desktop,0
863,222,52,20,2024-01-31 09:39:43,31/01/2024 09:39,2024-01-31T09:39:43-05:00,2,456.36,$456.36,5,5%,card,completed,web,desktop,0
864,227,58,5,2025-07-03 15:01:28,03-Jul-2025 15:01:28,2025-07-03T15:01:28-05:00,1,221.86,$221.86,10,10%,card,completed,web,desktop,0
865,111,1,19,2024-12-07 07:24:57,2024-12-07T07:24:57,2024-12-07T07:24:57-05:00,4,2871.56,"$2,871.56",5,5%,wallet,completed,android,mobile,1
866,14,5,9,2025-02-10 00:43:46,2025-02-10T00:43:46,2025-02-10T00:43:46-05:00,2,346.61,$346.61,0,0%,card,pending,web,desktop,0
867,289,33,12,2024-05-03 07:14:37,2024/05/03 07:14,2024-05-03T07:14:37-05:00,4,2780.88,"$2,780.88",0,0%,cash,completed,web,desktop,1
868,214,70,16,2024-10-16 14:27:52,2024/10/16 14:27,2024-10-16T14:27:52-05:00,2,140.95,$140.95,0,0%,card,pending,ios,mobile,0
869,184,27,6,2024-10-27 21:58:05,27-Oct-2024 21:58:05,2024-10-27T21:58:05-05:00,2,80.72,$80.72,0,0%,card,completed,android,mobile,0
870,169,13,2,2024-09-19 19:37:14,2024-09-19T19:37:14,2024-09-19T19:37:14-05:00,4,723.96,$723.96,20,20%,card,completed,android,mobile,1
871,274,32,10,2024-02-10 16:09:50,2024/02/10 16:09,2024-02-10T16:09:50-05:00,5,2908.25,"$2,908.25",5,5%,card,pending,web,desktop,1
872,119,37,19,2024-02-21 04:41:09,2024/02/21 04:41,2024-02-21T04:41:09-05:00,4,590.11,$590.11,5,5%,card,pending,android,mobile,0
873,46,75,14,2024-03-14 09:43:06,2024-03-14T09:43:06,2024-03-14T09:43:06-05:00,5,1982.25,"$1,982.25",5,5%,cash,completed,android,mobile,1
874,175,5,7,2025-06-10 21:54:27,10-Jun-2025 21:54:27,2025-06-10T21:54:27-05:00,3,569.09,$569.09,0,0%,transfer,pending,web,desktop,0
875,113,33,1,2024-08-08 16:53:00,2024/08/08 16:53,2024-08-08T16:53:00-05:00,4,2837.48,"$2,837.48",10,10%,cash,completed,web,desktop,1
876,196,34,12,2025-07-16 03:22:23,2025-07-16T03:22:23,2025-07-16T03:22:23-05:00,4,703.36,$703.36,0,0%,cash,completed,android,mobile,1
877,141,4,20,2024-04-26 19:09:43,2024/04/26 19:09,2024-04-26T19:09:43-05:00,2,195.93,$195.93,10,10%,cash,completed,ios,mobile,0
878,282,50,2,2024-03-04 07:18:25,2024-03-04T07:18:25,2024-03-04T07:18:25-05:00,2,361.36,$361.36,15,15%,card,refunded,ios,mobile,0
879,13,19,12,2025-05-30 10:37:34,30/05/2025 10:37,2025-05-30T10:37:34-05:00,1,508.41,$508.41,10,10%,transfer,completed,ios,mobile,0
880,87,14,6,2024-09-28 17:07:55,2024/09/28 17:07,2024-09-28T17:07:55-05:00,1,152.75,$152.75,25,25%,card,completed,web,desktop,0
881,63,38,18,2025-05-24 13:44:46,24-May-2025 13:44:46,2025-05-24T13:44:46-05:00,4,2589.87,"$2,589.87",20,20%,card,completed,web,desktop,1
882,188,57,3,2024-04-10 03:49:59,2024-04-10T03:49:59,2024-04-10T03:49:59-05:00,5,806.25,$806.25,15,15%,wallet,completed,ios,mobile,1
883,280,7,6,2025-07-04 13:37:25,2025-07-04 13:37:25,2025-07-04T13:37:25-05:00,5,138.95,$138.95,0,0%,cash,completed,web,desktop,0
884,252,15,9,2024-08-28 11:01:28,2024-08-28T11:01:28,2024-08-28T11:01:28-05:00,3,592.72,$592.72,5,5%,cash,completed,ios,mobile,0
885,166,22,11,2024-10-19 13:48:40,2024/10/19 13:48,2024-10-19T13:48:40-05:00,1,90.48,$90.48,10,10%,card,completed,web,desktop,0
886,100,7,8,2024-04-09 06:14:54,2024-04-09T06:14:54,2024-04-09T06:14:54-05:00,4,98.49,$98.49,15,15%,transfer,completed,ios,mobile,0
887,12,51,12,2024-03-13 14:05:22,13-Mar-2024 14:05:22,2024-03-13T14:05:22-05:00,2,52.79,$52.79,5,5%,cash,completed,ios,mobile,0
888,272,63,12,2025-01-29 22:54:44,2025/01/29 22:54,2025-01-29T22:54:44-05:00,5,1089.08,"$1,089.08",25,25%,card,pending,android,mobile,1
889,79,61,17,2024-01-15 03:50:30,2024/01/15 03:50,2024-01-15T03:50:30-05:00,1,36.08,$36.08,5,5%,card,completed,web,desktop,0
890,69,33,6,2024-08-27 21:40:51,27/08/2024 21:40,2024-08-27T21:40:51-05:00,1,626.56,$626.56,0,0%,card,completed,web,desktop,0
891,110,23,10,2024-06-15 08:50:26,2024/06/15 08:50,2024-06-15T08:50:26-05:00,3,457.12,$457.12,0,0%,card,completed,android,mobile,0
892,226,68,6,2025-01-12 16:44:49,12/01/2025 16:44,2025-01-12T16:44:49-05:00,5,515.23,$515.23,0,0%,card,completed,web,desktop,0
893,106,50,16,2024-06-24 23:04:06,24/06/2024 23:04,2024-06-24T23:04:06-05:00,1,207.98,$207.98,10,10%,wallet,completed,web,desktop,0
894,274,66,16,2024-04-30 08:23:14,2024-04-30 08:23:14,2024-04-30T08:23:14-05:00,4,169.66,$169.66,5,5%,card,completed,android,mobile,0
895,264,10,16,2024-08-17 17:57:51,2024-08-17 17:57:51,2024-08-17T17:57:51-05:00,3,537.97,$537.97,0,0%,cash,refunded,android,mobile,0
896,62,46,3,2025-01-29 08:01:19,2025-01-29T08:01:19,2025-01-29T08:01:19-05:00,5,571.34,$571.34,10,10%,cash,completed,android,mobile,0
897,141,47,9,2025-07-27 17:19:19,2025-07-27T17:19:19,2025-07-27T17:19:19-05:00,2,62.74,$62.74,5,5%,card,completed,android,mobile,0
898,290,48,12,2024-01-30 07:39:51,2024/01/30 07:39,2024-01-30T07:39:51-05:00,1,28.46,$28.46,0,0%,card,completed,android,mobile,0
899,118,5,19,2025-04-25 00:56:29,25/04/2025 00:56,2025-04-25T00:56:29-05:00,5,914.5,$914.50,0,0%,card,completed,android,mobile,1
900,116,60,4,2025-04-08 21:28:50,08-Apr-2025 21:28:50,2025-04-08T21:28:50-05:00,2,146.48,$146.48,15,15%,card,completed,web,desktop,0
901,2,24,17,2024-04-29 19:28:47,29/04/2024 19:28,2024-04-29T19:28:47-05:00,5,331.63,$331.63,0,0%,cash,pending,ios,mobile,0
902,103,47,3,2024-05-20 11:12:47,2024-05-20T11:12:47,2024-05-20T11:12:47-05:00,1,33.73,$33.73,5,5%,card,completed,ios,mobile,0
903,258,39,13,2024-05-08 13:52:25,08-May-2024 13:52:25,2024-05-08T13:52:25-05:00,1,160.81,$160.81,10,10%,cash,completed,android,mobile,0
904,209,17,4,2024-02-03 22:29:09,03-Feb-2024 22:29:09,2024-02-03T22:29:09-05:00,5,706.67,$706.67,10,10%,card,completed,android,mobile,1
905,183,48,18,2024-10-09 23:01:59,09/10/2024 23:01,2024-10-09T23:01:59-05:00,4,121.82,$121.82,5,5%,card,completed,ios,mobile,0
906,95,62,9,2024-12-11 00:27:50,2024-12-11T00:27:50,2024-12-11T00:27:50-05:00,5,1208.64,"$1,208.64",5,5%,card,completed,web,desktop,1
